"rhail_code","rhail_codedefinitionid","rhail_codetype","rhail_definition","importsequencenumber","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","owningbusinessunit"
"M138","530cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Patient identified as a demonstration participant but the patient was not enrolled in the demonstration at the time services were rendered. Coverage is limited to demonstration participants.","","1","0","","","31471250","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M137","520cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Part B coinsurance under a demonstration project or pilot program.","","1","0","","","31471249","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M136","510cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Missing/incomplete/invalid indication that the service was supervised or evaluated by a physician.","","1","0","","","31471248","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M135","500cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Missing/incomplete/invalid plan of treatment.","","1","0","","","31471247","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M134","4f0cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Performed by a facility/supplier in which the provider has a financial interest.","","1","0","","","31471246","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M133","4e0cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Claim did not identify who performed the purchased diagnostic test or the amount you were charged for the test.","","1","0","","","31471245","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M132","4d0cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Missing pacemaker registration form.","","1","0","","","31471244","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M131","4c0cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Missing physician financial relationship form.","","1","0","","","31471243","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M130","4b0cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Missing invoice or statement certifying the actual cost of the lens, less discounts, and/or the type of intraocular lens used.","","1","0","","","31471242","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M129","480cf58c-e2d1-ef11-8eea-6045bd093977","984780001","Missing/incomplete/invalid indicator of x-ray availability for review.","","1","0","","","31471241","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M7","26f0068c-e2d1-ef11-8eea-6045bd0810d0","984780001","No rental payments after the item is purchased, returned or after the total of issued rental payments equals the purchase price.","","1","0","","","31471240","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M6","25f0068c-e2d1-ef11-8eea-6045bd0810d0","984780001","Alert: You must furnish and service this item for any period of medical need for the remainder of the reasonable useful lifetime of the equipment.","","1","0","","","31471239","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M5","24f0068c-e2d1-ef11-8eea-6045bd0810d0","984780001","Monthly rental payments can continue until the earlier of the 15th month from the first rental month, or the month when the equipment is no longer needed.","","1","0","","","31471238","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M4","23f0068c-e2d1-ef11-8eea-6045bd0810d0","984780001","Alert: This is the last monthly installment payment for this durable medical equipment.","","1","0","","","31471237","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M3","aaa90e86-e2d1-ef11-8eea-6045bd0810d0","984780001","Equipment is the same or similar to equipment already being used.","","1","0","","","31471236","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M2","a9a90e86-e2d1-ef11-8eea-6045bd0810d0","984780001","Not paid separately when the patient is an inpatient.","","1","0","","","31471235","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M1","a8a90e86-e2d1-ef11-8eea-6045bd0810d0","984780001","X-ray not taken within the past 12 months or near enough to the start of treatment.","","1","0","","","31471234","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P32","a7a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment adjusted due to Apportionment.","","1","0","","","31471233","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P31","a6a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment denied for exacerbation when treatment exceeds time allowed. To be used for Property and Casualty only.","","1","0","","","31471232","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P30","a5a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment denied for exacerbation when supporting documentation was not complete. To be used for Property and Casualty only.","","1","0","","","31471231","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P29","a4a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Liability Benefits jurisdictional fee schedule adjustment. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Class of Contract Code Identification Segment (Loop 2100 Other Claim Related Information REF). If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Property and Casualty Auto only.","","1","0","","","31471230","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P28","a3a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment adjusted based on the Liability Coverage Benefits jurisdictional regulations and/or payment policies. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') if the jurisdictional regulation applies. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Property and Casualty Auto only.","","1","0","","","31471229","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P27","a2a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment denied based on the Liability Coverage Benefits jurisdictional regulations and/or payment policies. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') if the jurisdictional regulation applies. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Property and Casualty Auto only.
  ","","1","0","","","31471228","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P26","a1a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment adjusted based on Voluntary Provider network (VPN). Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Class of Contract Code Identification Segment (Loop 2100 Other Claim Related Information REF). If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Property and Casualty only. (Use only with Group Code CO).
  ","","1","0","","","31471227","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P25","a0a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment adjusted based on Medical Provider Network (MPN). Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Class of Contract Code Identification Segment (Loop 2100 Other Claim Related Information REF). If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Property and Casualty only. (Use only with Group Code CO).
  ","","1","0","","","31471226","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P24","9fa90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment adjusted based on Preferred Provider Organization (PPO). Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Class of Contract Code Identification Segment (Loop 2100 Other Claim Related Information REF). If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Property and Casualty only. Use only with Group Code CO.","","1","0","","","31471225","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P23","9ea90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Medical Payments Coverage (MPC) or Personal Injury Protection (PIP) Benefits jurisdictional fee schedule adjustment. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Class of Contract Code Identification Segment (Loop 2100 Other Claim Related Information REF). If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Property and Casualty Auto only.","","1","0","","","31471224","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P22","9da90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment adjusted based on the Medical Payments Coverage (MPC) and/or Personal Injury Protection (PIP) Benefits jurisdictional regulations, or payment policies. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') if the jurisdictional regulation applies. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Property and Casualty Auto only.","","1","0","","","31471223","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P21","9ca90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment denied based on the Medical Payments Coverage (MPC) and/or Personal Injury Protection (PIP) Benefits jurisdictional regulations, or payment policies. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') if the jurisdictional regulation applies. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Property and Casualty Auto only.","","1","0","","","31471222","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P20","9ba90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Service not paid under jurisdiction allowed outpatient facility fee schedule. To be used for Property and Casualty only.","","1","0","","","31471221","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P19","9aa90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Procedure has a relative value of zero in the jurisdiction fee schedule, therefore no payment is due. To be used for Property and Casualty only.","","1","0","","","31471220","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P18","99a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Procedure is not listed in the jurisdiction fee schedule. An allowance has been made for a comparable service. To be used for Property and Casualty only.","","1","0","","","31471219","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P17","98a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Referral not authorized by attending physician per regulatory requirement. To be used for Property and Casualty only.","","1","0","","","31471218","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P16","97a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Medical provider not authorized/certified to provide treatment to injured workers in this jurisdiction. To be used for Workers' Compensation only. (Use with Group Code CO or OA)
 ","","1","0","","","31471217","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P15","96a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Workers' Compensation Medical Treatment Guideline Adjustment. To be used for Workers' Compensation only.","","1","0","","","31471216","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P14","95a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","The Benefit for this Service is included in the payment/allowance for another service/procedure that has been performed on the same day. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present. To be used for Property and Casualty only.","","1","0","","","31471215","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P13","94a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment reduced or denied based on workers' compensation jurisdictional regulations or payment policies, use only if no other code is applicable. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') if the jurisdictional regulation applies. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Workers' Compensation only.","","1","0","","","31471214","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P12","93a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Workers' compensation jurisdictional fee schedule adjustment. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Class of Contract Code Identification Segment (Loop 2100 Other Claim Related Information REF). If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF) if the regulations apply. To be used for Workers' Compensation only.","","1","0","","","31471213","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P11","92a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","The disposition of the related Property & Casualty claim (injury or illness) is pending due to litigation. To be used for Property and Casualty only. (Use only with Group Code OA)","","1","0","","","31471212","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P10","91a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment reduced to zero due to litigation. Additional information will be sent following the conclusion of litigation. To be used for Property and Casualty only.","","1","0","","","31471211","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P9","90a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","No available or correlating CPT/HCPCS code to describe this service. To be used for Property and Casualty only.","","1","0","","","31471210","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P8","8fa90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim is under investigation. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). To be used for Property and Casualty only.","","1","0","","","31471209","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P7","8ea90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","The applicable fee schedule/fee database does not contain the billed code. Please resubmit a bill with the appropriate fee schedule/fee database code(s) that best describe the service(s) provided and supporting documentation if required. To be used for Property and Casualty only.","","1","0","","","31471208","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P6","8da90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Based on entitlement to benefits. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). To be used for Property and Casualty only.","","1","0","","","31471207","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P5","8ca90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Based on payer reasonable and customary fees. No maximum allowable defined by legislated fee arrangement. To be used for Property and Casualty only.","","1","0","","","31471206","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P4","8ba90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Workers' Compensation claim adjudicated as non-compensable. This Payer not liable for claim or service/treatment. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). To be used for Workers' Compensation only","","1","0","","","31471205","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P3","8aa90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Workers' Compensation case settled. Patient is responsible for amount of this claim/service through WC 'Medicare set aside arrangement' or other agreement. To be used for Workers' Compensation only. (Use only with Group Code PR)","","1","0","","","31471204","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P2","89a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Not a work related injury/illness and thus not the liability of the workers' compensation carrier Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). To be used for Workers' Compensation only.","","1","0","","","31471203","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"P1","88a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","State-mandated Requirement for Property and Casualty, see Claim Payment Remarks Code for specific explanation. To be used for Property and Casualty only.","","1","0","","","31471202","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"D23","87a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","This dual eligible patient is covered by Medicare Part D per Medicare Retro-Eligibility. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.)","","1","0","","","31471201","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"D22","86a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Reimbursement was adjusted for the reasons to be provided in separate correspondence. (Note: To be used for Workers' Compensation only) - Temporary code to be added for timeframe only until 01/01/2009. Another code to be established and/or for 06/2008 meeting for a revised code to replace or strategy to use another existing code","","1","0","","","31471200","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"D21","85a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","This (these) diagnosis(es) is (are) missing or are invalid","","1","0","","","31471199","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"D20","84a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim/Service missing service/product information.","","1","0","","","31471198","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"D19","83a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim/Service lacks Physician/Operative or other supporting documentation","","1","0","","","31471197","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"D18","82a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim/Service has missing diagnosis information.","","1","0","","","31471196","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"D17","81a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim/Service has invalid non-covered days.","","1","0","","","31471195","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"D16","80a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim lacks prior payer payment information.","","1","0","","","31471194","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"D15","7fa90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim lacks indication that service was supervised or evaluated by a physician.","","1","0","","","31471193","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B23","70a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Procedure billed is not authorized per your Clinical Laboratory Improvement Amendment (CLIA) proficiency test.","","1","0","","","31471192","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B22","6fa90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","This payment is adjusted based on the diagnosis.","","1","0","","","31471191","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B21","6ea90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","The charges were reduced because the service/care was partially furnished by another physician.","","1","0","","","31471190","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B20","6da90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Procedure/service was partially or fully furnished by another provider.","","1","0","","","31471189","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B19","6ca90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim/service adjusted because of the finding of a Review Organization.","","1","0","","","31471188","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B18","6ba90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","This procedure code and modifier were invalid on the date of service.","","1","0","","","31471187","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B17","6aa90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Payment adjusted because this service was not prescribed by a physician, not prescribed prior to delivery, the prescription is incomplete, or the prescription is not current.","","1","0","","","31471186","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B16","69a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","New Patient' qualifications were not met.","","1","0","","","31471185","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B15","68a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","This service/procedure requires that a qualifying service/procedure be received and covered. The qualifying other service/procedure has not been received/adjudicated. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31471184","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B14","67a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Only one visit or consultation per physician per day is covered.","","1","0","","","31471183","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B13","66a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Previously paid. Payment for this claim/service may have been provided in a previous payment.","","1","0","","","31471182","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B12","65a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Services not documented in patient's medical records.","","1","0","","","31471181","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B11","64a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","The claim/service has been transferred to the proper payer/processor for processing. Claim/service not covered by this payer/processor.","","1","0","","","31471180","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"B10","63a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Allowed amount has been reduced because a component of the basic procedure/test was paid. The beneficiary is not liable for more than the charge limit for the basic procedure/test.","","1","0","","","31471178","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"MA125","80aaad89-e2d1-ef11-8eea-6045bd080606","984780001","Per legislation governing this program, payment constitutes payment in full.
","","1","0","","","31471177","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"MA123","7faaad89-e2d1-ef11-8eea-6045bd080606","984780001","Your center was not selected to participate in this study, therefore, we cannot pay for these services.
","","1","0","","","31471176","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"MA117","7aaaad89-e2d1-ef11-8eea-6045bd080606","984780001","This claim has been assessed a $1.00 user fee.
","","1","0","","","31471171","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"MA109","72aaad89-e2d1-ef11-8eea-6045bd080606","984780001","Claim processed in accordance with ambulatory surgical guidelines.
","","1","0","","","31471163","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"MA108","71aaad89-e2d1-ef11-8eea-6045bd080606","984780001","Paper claim contains more than one data item in field 23.
","","1","0","","","31471162","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"MA107","70aaad89-e2d1-ef11-8eea-6045bd080606","984780001","Paper claim contains more than three separate data items in field 19.
","","1","0","","","31471161","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M127","9e66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Missing patient medical record for this service.
 | Last Modified: 02/28/2003
Notes: (Modified 2/28/03) Related to N237","","1","0","","","31471159","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M126","9d66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Missing/incomplete/invalid individual lab codes included in the test.
 | Last Modified: 02/28/2003
Notes: (Modified 2/28/03)","","1","0","","","31471158","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M125","9c66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Missing/incomplete/invalid information on the period of time for which the service/supply/equipment will be needed.
 | Last Modified: 02/28/2003
Notes: (Modified 2/28/03)","","1","0","","","31471157","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M124","9b66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Missing indication of whether the patient owns the equipment that requires the part or supply.
 | Last Modified: 02/28/2003
Notes: (Modified 2/28/03) Related to N230","","1","0","","","31471156","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M123","9a66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Missing/incomplete/invalid name, strength, or dosage of the drug furnished.
 | Last Modified: 02/28/2003
Notes: (Modified 2/28/03)","","1","0","","","31471155","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M122","9966688c-e2d1-ef11-8eea-6045bd0484af","984780001","Missing/incomplete/invalid level of subluxation.
 | Last Modified: 02/28/2006
Notes: (Modified 2/28/03)","","1","0","","","31471154","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M121","9866688c-e2d1-ef11-8eea-6045bd0484af","984780001","We pay for this service only when performed with a covered cryosurgical ablation.
","","1","0","","","31471153","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M119","9766688c-e2d1-ef11-8eea-6045bd0484af","984780001","Missing/incomplete/invalid/ deactivated/withdrawn National Drug Code (NDC).
 | Last Modified: 04/01/2007
Notes: (Modified 2/28/03, 4/1/04)","","1","0","","","31471152","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M117","9666688c-e2d1-ef11-8eea-6045bd0484af","984780001","Not covered unless submitted via electronic claim.
 | Last Modified: 06/30/2003
Notes: (Modified 6/30/03)","","1","0","","","31471151","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M116","9566688c-e2d1-ef11-8eea-6045bd0484af","984780001","Processed under a demonstration project or program. Project or program is ending and additional services may not be paid under this project or program.
 | Last Modified: 03/08/2011
Notes: (Modified 2/1/04, 3/15/11)","","1","0","","","31471150","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M115","9466688c-e2d1-ef11-8eea-6045bd0484af","984780001","This item is denied when provided to this patient by a non-contract or non-demonstration supplier.
 | Last Modified: 11/05/2007
Notes: (Modified 11/5/2007)","","1","0","","","31471149","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M114","9366688c-e2d1-ef11-8eea-6045bd0484af","984780001","This service was processed in accordance with rules and guidelines under the DMEPOS Competitive Bidding Program or a Demonstration Project. For more information regarding these projects, contact your local contractor.
 | Last Modified: 11/05/2007
Notes: (Modified 8/1/06, 11/5/07)","","1","0","","","31471148","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M113","9266688c-e2d1-ef11-8eea-6045bd0484af","984780001","Our records indicate that this patient began using this item/service prior to the current contract period for the DMEPOS Competitive Bidding Program.
 | Last Modified: 11/05/2007
Notes: (Modified 11/5/07)","","1","0","","","31471147","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M112","9166688c-e2d1-ef11-8eea-6045bd0484af","984780001","Reimbursement for this item is based on the single payment amount required under the DMEPOS Competitive Bidding Program for the area where the patient resides.
 | Last Modified: 11/05/2007
Notes: (Modified 11/5/07)","","1","0","","","31471146","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M111","9066688c-e2d1-ef11-8eea-6045bd0484af","984780001","We do not pay for chiropractic manipulative treatment when the patient refuses to have an x-ray taken.
","","1","0","","","31471145","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M109","8f66688c-e2d1-ef11-8eea-6045bd0484af","984780001","We have provided you with a bundled payment for a teleconsultation. You must send 25 percent of the teleconsultation payment to the referring practitioner.
","","1","0","","","31471144","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M107","8e66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Payment reduced as 90-day rolling average hematocrit for ESRD patient exceeded 36.5%.
","","1","0","","","31471143","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M105","8d66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Information supplied does not support a break in therapy. The medical information we have for this patient does not support the need for this item as billed. We have approved payment for this item at a reduced level, and a new capped rental period will not begin.
","","1","0","","","31471142","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M104","8c66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Information supplied supports a break in therapy. A new capped rental period will begin with delivery of the equipment. This is the maximum approved under the fee schedule for this item or service.
","","1","0","","","31471141","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M103","8b66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Information supplied supports a break in therapy. However, the medical information we have for this patient does not support the need for this item as billed. We have approved payment for this item at a reduced level, and a new capped rental period will begin with the delivery of this equipment.
","","1","0","","","31471140","dc5c7cb8-6921-ef11-840b-0022480a10b0"
